Fecha,Perfil,Tipo de Alimento,Cantidad Consumida (gr),Gasto Diario ($)
2024-12-21,Perro Max,Brit Care,86,11.042291284728455
2024-12-21,Gato Luna,Beneful,403,40.30322876634478
2024-12-21,Perro Coco,Brit Care,235,12.26496322621271
2024-12-21,Gato Simba,Beneful,305,27.682802168379503
2024-12-22,Perro Max,Brit Care,359,18.966374751055774
2024-12-22,Gato Luna,Brit Care,178,22.50704495974398
2024-12-22,Perro Coco,Beneful,471,54.40868195409632
2024-12-22,Gato Simba,Pedigri,151,9.95833316437451
2024-12-23,Perro Max,Pedigri,182,23.414707359513415
2024-12-23,Gato Luna,Pedigri,291,40.20719680464608
2024-12-23,Perro Coco,Pedigri,352,41.71672770758184
2024-12-23,Gato Simba,Brit Care,118,5.993979975996324
2024-12-24,Perro Max,Brit Care,361,38.027024781953486
2024-12-24,Gato Luna,Pedigri,326,40.50650515059774
2024-12-24,Perro Coco,Beneful,101,13.863621605723036
2024-12-24,Gato Simba,Pedigri,360,25.778164184811587
2024-12-25,Perro Max,Brit Care,401,51.5829450957654
2024-12-25,Gato Luna,Beneful,226,22.727331867336268
2024-12-25,Perro Coco,Brit Care,385,52.98829817597899
2024-12-25,Gato Simba,Pedigri,366,32.67394520373384
2024-12-26,Perro Max,Brit Care,158,15.849493066314333
2024-12-26,Gato Luna,Beneful,474,64.40791495337054
2024-12-26,Perro Coco,Beneful,136,18.195553897984524
2024-12-26,Gato Simba,Brit Care,463,43.48545083786191
2024-12-27,Perro Max,Beneful,334,32.03692040666756
2024-12-27,Gato Luna,Brit Care,190,23.21665532279791
2024-12-27,Perro Coco,Brit Care,161,9.942575932418542
2024-12-27,Gato Simba,Pedigri,296,14.85896720248448
2024-12-28,Perro Max,Beneful,183,23.596609153771997
2024-12-28,Gato Luna,Beneful,199,20.723255242129646
2024-12-28,Perro Coco,Beneful,258,23.58638387975322
2024-12-28,Gato Simba,Beneful,171,14.608039695414387
2024-12-29,Perro Max,Brit Care,469,29.003665337351205
2024-12-29,Gato Luna,Beneful,77,6.244719209441637
2024-12-29,Perro Coco,Brit Care,296,22.014392682720516
2024-12-29,Gato Simba,Brit Care,196,16.379207127565568
2024-12-30,Perro Max,Beneful,461,49.415152597512694
2024-12-30,Gato Luna,Brit Care,186,17.03341692553379
2024-12-30,Perro Coco,Beneful,68,8.017053752658684
2024-12-30,Gato Simba,Brit Care,498,35.04262346107971
2024-12-31,Perro Max,Beneful,190,26.0400123591183
2024-12-31,Gato Luna,Beneful,142,14.661557743106941
2024-12-31,Perro Coco,Pedigri,97,10.72468752643709
2024-12-31,Gato Simba,Pedigri,462,43.386215114588275
